row_num,chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
1915,Optimism,curve,FRAX-USDC,0xD533a949740bb3306d119CC777fa900bA034cd52,c63ed5fe-87a9-467e-acb7-67b3da0ba403,TRUE,no,multi,,"0x2E3D870790dC77A83DD1d18184Acc7439A53f475, 0x7F5c764cBc14f9669B88837ca1490cCa17c31607"
1916,Ethereum,uniswap-v3,WETH-RAINI,None,6889b84c-d91b-4e9d-9bfb-9810ce67fb23,FALSE,yes,multi,1%,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed"
1917,Ethereum,uniswap-v3,BOO-WETH,None,0383f5a7-d9ba-4506-9d08-cc883707b86e,FALSE,yes,multi,1%,"0x55af5865807b196bd0197e0902746f31fbccfa58, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1918,Ethereum,curve,DAI-BSTBL,,4c8d5068-25b9-49af-a8a3-8dc289b70c0d,FALSE,yes,multi,,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 0x5ee08f40b637417bcC9d2C51B62F4820ec9cF5D8"
1919,Arbitrum,beefy,BIFI,None,3db146fd-6860-47f1-803c-0da7a71118d7,FALSE,no,single,Beefy,None
1920,Fantom,beefy,USDC-FTM,None,659a893f-972f-4970-a803-c16d265e7836,FALSE,yes,multi,Spookyswap,None
1921,Ethereum,stakedao,DAI,"0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f, 0x31429d1856ad1377a8a0079410b297e1a9e214c2",322de7b5-e542-4208-b375-abf48c490dda,TRUE,no,single,Angle,0x6B175474E89094C44Da98b954EedeAC495271d0F
1922,Ethereum,uniswap-v3,FRXETH-FRAX,None,674bdd49-b1cc-4345-b75e-5bd7df953838,FALSE,yes,multi,1%,"0x5e8422345238f34275888049021821e8e08caa1f, 0x853d955acef822db058eb8505911ed77f175b99e"
1923,Ethereum,sushiswap,YVBOOST-WETH,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,58129bee-0a87-462a-a61a-7cdb4da4b59c,FALSE,yes,multi,,"0x9d409a0a012cfba9b15f6d4b36ac57a46966ab9a, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1924,Ethereum,sushiswap,SOS-WETH,"0x6b3595068778dd592e39a122f4f5a5cf09c90fe2, 0x3b484b82567a09e2588a13d54d032153f0c0aee0",05b457f3-a484-4d23-a2b7-01dded169dd3,FALSE,yes,multi,,"0x3b484b82567a09e2588a13d54d032153f0c0aee0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1925,Defichain,defichain-dex,BRK.B-DUSD,DFI,6a375653-0318-45d9-85e7-91a05b235277,FALSE,yes,multi,,None
1926,BSC,alpaca-finance,AUSD-3EPS,None,2973581a-469a-4499-900a-f0843a9aea3a,FALSE,yes,multi,,None
1927,Fantom,spookyswap,WFTM-BNB,0x841fad6eae12c286d1fd18d1d525dffa75c7effe,3b07933e-137a-4dca-93b0-c968fe0bbbea,FALSE,yes,multi,,"0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83, 0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454"
1928,Osmosis,osmosis-dex,EEUR-OSMO,None,026f5e95-c5e3-4ba1-982b-9ba96d312567,FALSE,yes,multi,7day,None
1929,Osmosis,osmosis-dex,EEUR-OSMO,None,5f4a8d90-1b50-4b34-a42f-56be93eee2a2,FALSE,yes,multi,1day,None
1930,Optimism,velodrome,FRAX-USDC,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,fe7d0807-badd-4f02-8f09-3df709a7ee87,TRUE,no,multi,,"0x2e3d870790dc77a83dd1d18184acc7439a53f475, 0x7f5c764cbc14f9669b88837ca1490cca17c31607"
1931,Ethereum,uniswap-v3,ICHI-ONEICHI,None,13174861-c2df-4311-a89d-608a883e9670,FALSE,yes,multi,1%,"0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6, 0x4db2c02831c9ac305ff9311eb661f80f1df61e07"
1932,BSC,alpaca-finance,ETH-BNB,None,2de71ba2-4f7d-4311-bb25-71cc0f76b111,FALSE,yes,multi,PancakeSwap,None
1933,Klaytn,kokoa-finance,KSD,None,bc5db936-e648-4d58-8900-fa37d80a1fa3,FALSE,no,single,,None
1934,Ethereum,curve,PUSD-FRAXBP,,94b19240-c7b6-47e1-ae17-d1c9d1a802cb,TRUE,no,multi,,"0x466a756E9A7401B5e2444a3fCB3c2C12FBEa0a54, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
1935,Ethereum,curve,OGV-ETH,,f24a8456-b41c-4b9b-b411-b956518b86a6,FALSE,yes,multi,,"0x9c354503C38481a7A7a51629142963F98eCC12D0, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2"
1936,Polygon,balancer,WMATIC-STMATIC,,f5edd3c0-b2f1-4f7a-a116-d3d4643c749f,FALSE,no,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4"
1937,Ethereum,uniswap-v3,ZENIQ-USDC,None,ed2c4696-62a5-4ac6-908d-ce6e4fb36968,FALSE,yes,multi,"0.3%, stablePool=false","0x5b52bfb8062ce664d74bbcd4cd6dc7df53fd7233, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
1938,Polygon,aave-v3,BAL,None,bec16af1-350f-4b16-bf83-908f4f12df73,FALSE,no,single,,0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3
1939,Osmosis,osmosis-dex,EEUR-OSMO,OSMO,8585a944-2176-4d27-b21a-61bccf40c671,FALSE,yes,multi,14day,None
1940,Ethereum,uniswap-v2,DAI-DIGITS,None,f58ff717-e34e-41f9-8ea6-5458da45b2db,FALSE,yes,multi,,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xbe56ab825fd35678a32dc35bc4eb17e238e1404f"
1941,BSC,autofarm,BELTETH,None,92b7f26b-542d-4ce7-b3c8-333b6a23dfa5,FALSE,no,single,Belt,0xAA20E8Cb61299df2357561C2AC2e1172bC68bc25
1942,BSC,apeswap-lending,BUSD,,805a643e-5017-4c84-83b0-141411a25090,TRUE,no,single,,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
1943,Polygon,apeswap-amm,USDC-DAI,0x5d47baba0d66083c52009271faf3f50dcc01023c,46b6d7e9-b2a8-4f78-b3cd-39bedeb2087a,TRUE,no,multi,,"0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174, 0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063"
1944,Ethereum,uniswap-v3,TRG-WETH,None,3703ccf3-951b-4527-b7aa-b171ae490988,FALSE,yes,multi,0.30%,"0x93eeb426782bd88fcd4b48d7b0368cf061044928, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1945,Defichain,defichain-dex,XLE-DUSD,DFI,ca6ac381-124a-41d6-bc56-b7fe947d5584,FALSE,yes,multi,,None
1946,Ethereum,uniswap-v3,XSGD-XIDR,None,12c98e0f-052e-486c-a32a-bd854920eca3,FALSE,yes,multi,0.05%,"0x70e8de73ce538da2beed35d14187f6959a8eca96, 0xebf2096e01455108badcbaf86ce30b6e5a72aa52"
1947,Solana,solend,STSOL,,c698e697-71e5-4ddd-993f-4d991b3bf2af,FALSE,no,single,Main Pool,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj
1948,Ethereum,uniswap-v3,PAR-USDC,None,077322f0-5302-4d6b-805e-04746ee37b85,TRUE,no,multi,0.05%,"0x68037790a0229e9ce6eaa8a99ea92964106c4703, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
1949,Polygon,ottopia,CLAM-,0xF2A8705D327534E334d09BC28e5C97b5c356Aa01,5f3882c9-9cad-4ac7-bef0-04748c796491,FALSE,yes,multi,,0xF2A8705D327534E334d09BC28e5C97b5c356Aa01
1950,Ethereum,uniswap-v2,KOMPETE-WETH,None,1b5b7722-f7e9-41f2-b266-2536e5c00e8b,FALSE,yes,multi,,"0x1e0b2992079b620aa13a7c2e7c88d2e1e18e46e9, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1951,Osmosis,osmosis-dex,IST-OSMO,None,fb470a1e-34d4-403f-a5a5-c9eaaa43db4c,FALSE,yes,multi,7day,None
1952,Osmosis,osmosis-dex,IST-OSMO,None,6ed2155c-df24-491e-8f66-9f12edd6fe99,FALSE,yes,multi,1day,None
1953,BSC,biswap,ETC-WBNB,0x965f527d9159dce6288a2219db51fc6eef120dd1,80194af0-9387-4db6-a28a-aeb15d5f962f,FALSE,yes,multi,,"0x3d6545b08693daE087E957cb1180ee38B9e3c25E, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
1954,Ethereum,uniswap-v2,HEX-WETH,None,58d627ed-2d0f-451a-a228-8751f151fd4c,FALSE,yes,multi,,"0x2b591e99afe9f32eaa6214f7b7629768c40eeb39, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1955,Ethereum,uniswap-v2,UNISTAKE-WETH,None,f29cb3b8-d1b7-4a12-8c11-2da791446382,FALSE,yes,multi,,"0x9ed8e7c9604790f7ec589f99b94361d8aab64e5e, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1956,Ethereum,sushiswap,RADAR-WETH,"0x6b3595068778dd592e39a122f4f5a5cf09c90fe2, 0x44709a920fccf795fbc57baa433cc3dd53c44dbe",843128f3-7e4b-4fe2-b153-807ca98d2c3a,FALSE,yes,multi,,"0x44709a920fccf795fbc57baa433cc3dd53c44dbe, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1957,Karura,taiga-protocol,3USD,None,2ea21b97-d104-4ded-a671-76d46d0f6ea4,FALSE,no,single,,None
1958,Optimism,velodrome,LYRA-USDC,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,a41f37bc-3105-4195-913b-da6f5ad5d204,FALSE,yes,multi,,"0x50c5725949a6f0c72e6c4a641f24049a917db0cb, 0x7f5c764cbc14f9669b88837ca1490cca17c31607"
1959,Optimism,uniswap-v3,USDC-BOB,None,d50e4e1a-a602-4d8d-843a-d87a978a8c2d,TRUE,no,multi,0.05%,"0x7f5c764cbc14f9669b88837ca1490cca17c31607, 0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b"
1960,Arbitrum,hop-protocol,USDT,0xc5102fE9359FD9a28f877a67E36B0F050d81a3CC,144233d0-32a4-4143-ac81-cc88334ef33d,TRUE,no,single,,"0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9, 0x12e59C59D282D2C00f3166915BED6DC2F5e2B5C7"
1961,Ethereum,uniswap-v2,NOIA-WETH,None,14b326f3-a188-4100-b68d-853032383049,FALSE,yes,multi,,"0xa8c8cfb141a3bb59fea1e2ea6b79b5ecbcd7b6ca, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1962,Polygon,gamma,WMATIC-USDC,"0x958d208cdf087843e9ad98d23823d32e17d723a1, 0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270",acc93a8e-d74f-4d83-bd2f-184f95ea83fe,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x2791bca1f2de4661ed88a30c99a7a9449aa84174"
1963,Osmosis,osmosis-dex,IST-OSMO,"OSMO, BLD",a994507e-8c83-4662-9de2-0a79fabc5468,FALSE,yes,multi,14day,None
1964,Optimism,curve,MIM-3CRV,,58b5be57-ff49-44f7-9bbc-73bb216aef13,TRUE,no,multi,,"0xB153FB3d196A8eB25522705560ac152eeEc57901, 0x1337BedC9D22ecbe766dF105c9623922A27963EC"
1965,Ethereum,curve,CUSD-FRAXBP,,9ba088ec-4897-43bd-99db-fedec84eba0f,TRUE,no,multi,,"0xC22956c3CFeC3Ee9A9925abeE044F05Bc47f6632, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
1966,Ethereum,uniswap-v3,USDC-BOB,None,fcddf624-0584-4f71-90f3-ac607ee6ecef,TRUE,no,multi,0.05%,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b"
1967,Optimism,uniswap-v3,WETH-DAI,None,07dddbda-5118-4c9e-a02e-63ce012704e3,FALSE,yes,multi,0.05%,"0x4200000000000000000000000000000000000006, 0xda10009cbd5d07dd0cecc66161fc93d7c9000da1"
1968,Avalanche,woofi,AVAX,0xcd1B9810872aeC66d450c761E93638FB9FE09DB0,1297ee00-1429-4e25-91b2-161799d68de3,FALSE,no,single,SuperchargerV2,None
1969,BSC,kyberswap,BOB-BUSD,,1b8ed5eb-a0a5-4882-94f6-6f942e8d47f6,TRUE,no,multi,0.01%,"0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b, 0xe9e7cea3dedca5984780bafc599bd69add087d56"
1970,Ethereum,curve,FIDU-USDC,,ba9b7985-8e1d-42ea-bd3a-1fa100813dcc,FALSE,yes,multi,,"0x6a445E9F40e0b97c92d0b8a3366cEF1d67F700BF, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48"
1971,Ethereum,uniswap-v2,USDC-DGLD,None,f4db8442-634a-4a22-9a6c-e928e65914c7,FALSE,yes,multi,,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xa9299c296d7830a99414d1e5546f5171fa01e9c8"
1972,Polygon,uniswap-v3,WBTC-WETH,None,726e7de0-289d-4589-9dbf-c04d26115255,FALSE,yes,multi,0.30%,"0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
1973,Ethereum,uniswap-v3,UNIDX-WETH,None,1804e933-6155-4854-94a4-75ac44eb264c,FALSE,yes,multi,1%,"0x95b3497bbcccc46a8f45f5cf54b0878b39f8d96c, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1974,Ethereum,uniswap-v3,WETH-AVINOC,None,f41c265e-725b-4e9c-9b33-5653278c769d,FALSE,yes,multi,0.30%,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf1ca9cb74685755965c7458528a36934df52a3ef"
1975,Polygon,toros,DUSD,,a86dab8a-c83a-4597-bd06-f43142580246,TRUE,no,single,,0x72843281394e68de5d55bcf7072bb9b2ebc24150
1976,Ethereum,kyberswap,PUNK-WETH,,04ba9f30-00a2-4ca6-804b-5bc7aae74fa6,FALSE,yes,multi,1%,"0x269616d549d7e8eaa82dfb17028d0b212d11232a, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1977,Fantom,spookyswap,WFTM-BEFTM,0x841fad6eae12c286d1fd18d1d525dffa75c7effe,ed8d962b-0f5e-47d1-8fae-1165e90aa4a8,FALSE,yes,multi,,"0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83, 0x7381eD41F6dE418DdE5e84B55590422a57917886"
1978,Ethereum,curve,CVX-BVECVX,,acf8d7a8-6e48-4981-9eb1-e814b288cbdd,FALSE,yes,multi,,"0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B, 0xfd05D3C7fe2924020620A8bE4961bBaA747e6305"
1979,Polygon,0vix,WETH,None,028e7ea6-aff7-487c-a637-f0adc9238e72,FALSE,no,single,,None
1980,BSC,pancakeswap,WBNB-CEEK,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,5efcb052-feca-421e-8d02-bf5f2dce5d2e,FALSE,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xe0F94Ac5462997D2BC57287Ac3a3aE4C31345D66"
1981,Avalanche,beefy,MAI-DAIE-USDCE-USDTE,None,02b05820-9f1e-43b4-b874-0b35d4fa18ff,TRUE,no,multi,Mai,None
1982,Ethereum,uniswap-v3,LQTY-WETH,None,0d91ce59-256a-4b7a-a156-357a8df9cc32,FALSE,yes,multi,0.30%,"0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1983,Ethereum,uniswap-v3,USDC-WCFG,None,d0a97502-cd72-4016-968e-ecd860f62e41,FALSE,yes,multi,0.30%,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xc221b7e65ffc80de234bbb6667abdd46593d34f0"
1984,Fantom,spookyswap,CRV-WFTM,0x841fad6eae12c286d1fd18d1d525dffa75c7effe,908c1fe2-2498-4ba0-a26f-efb05ca39a7d,FALSE,yes,multi,,"0x1E4F97b9f9F913c46F1632781732927B9019C68b, 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83"
1985,Fantom,beefy,TUSD,None,6ae8a30c-2594-45c5-9ed7-f146ff39b6da,TRUE,no,single,Scream,None
1986,Avalanche,yeti-finance,QIUSDTN,None,3e3e037a-3407-4111-b05a-cf23f80462dd,TRUE,no,single,,0xd8fcDa6ec4Bdc547C0827B8804e89aCd817d56EF
1987,Optimism,beefy,BIFI-ETH,None,2d9dcc12-0bc2-4cd0-afe3-7d612f78f6bf,FALSE,yes,multi,Velodrome,None
1988,Ethereum,uniswap-v3,WETH-WSTR,None,e6816f7a-7f2b-43b3-b7e1-f5f8b4c31f84,FALSE,yes,multi,1%,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf0dc76c22139ab22618ddfb498be1283254612b1"
1989,Ethereum,bancor-v3,REQ,None,bba300f3-be0f-4aa6-8a9e-803e5f3c7cad,FALSE,no,single,,0x8f8221aFbB33998d8584A2B05749bA73c37a938a
1990,Ethereum,badger-dao,CVX-BVECVX,,e9c07186-917b-4c97-8522-40dc49d461ac,FALSE,yes,multi,,"0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B, 0xfd05D3C7fe2924020620A8bE4961bBaA747e6305"
1991,BSC,quoll,USDC,"0xAD6742A35fB341A9Cc6ad674738Dd8da98b94Fb1, 0x08b450e4a48C04CDF6DB2bD4cf24057f7B9563fF",4cf52a16-0da7-4fcf-b05e-7f63727a6348,TRUE,no,single,MAIN POOL,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d
1992,Ethereum,uniswap-v2,VOW-USDT,None,4e5b524c-51c3-4ad4-a404-3070b73c39f3,FALSE,yes,multi,,"0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb, 0xdac17f958d2ee523a2206206994597c13d831ec7"
1993,Karura,taiga-protocol,TAIKSM,None,d25d5f0c-38a7-4460-9719-c78e9f8538e3,FALSE,no,single,,None
1994,BSC,wombat-exchange,WOM,0xAD6742A35fB341A9Cc6ad674738Dd8da98b94Fb1,f8f780fa-e8a5-4812-82a9-191ecf56d20d,FALSE,no,single,,0xad6742a35fb341a9cc6ad674738dd8da98b94fb1
1995,Defichain,defichain-dex,URTH-DUSD,DFI,fee825e8-2605-4729-9f9e-480dcd13e703,FALSE,yes,multi,,None
1996,Avalanche,deltaprime,USDC,None,3b56710e-2e33-4aaf-8930-ab3d93cc95d6,TRUE,no,single,USDC lending pool,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E
1997,Avalanche,kyberswap,USDT-USDC,0x39fc9e94caeacb435842fadedecb783589f50f5f,952e9526-dff6-484b-be42-2e9ae9987692,TRUE,no,multi,0.01%,"0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7, 0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e"
1998,Arbitrum,sushiswap,YDF-WETH,,998baf61-662e-4d9d-b3b1-69a6e3a4e7cd,FALSE,yes,multi,,"0x30dcba0405004cf124045793e1933c798af9e66a, 0x82af49447d8a07e3bd95bd0d56f35241523fbab1"
1999,Ethereum,uniswap-v2,EXRD-USDC,None,331bd765-a69f-4a51-96c2-ff5414d04c71,FALSE,yes,multi,,"0x6468e79a80c0eab0f9a2b574c8d5bc374af59414, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
2000,Ethereum,euler,LINK,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,34479318-2caf-4baf-8890-0d163e7c980b,FALSE,no,single,,0x514910771af9ca656af840dff83e8264ecf986ca
2001,Avalanche,kyberswap,USDC.E-USDC,0x0000000000000000000000000000000000000000,be07dede-9409-4e0c-bd21-004af827426b,TRUE,no,multi,0.01%,"0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664, 0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e"
2002,Neo,flamingo-finance,FWBTC-FUSD,0xf0151f528127558851b39c2cd8aa47da7418ab28,b4d2cf53-8daa-4ad7-99d2-09dc1951089c,FALSE,yes,multi,Flamingo Pool,"0x1005d400bcc2a56b7352f09e273be3f9933a5fb1, 0xd6abe115ecb75e1fa0b42f5e85934ce8c1ae2893"
2003,BSC,magpie,DAI,"0x9B69b06272980FA6BAd9D88680a71e3c3BeB32c6, 0xAD6742A35fB341A9Cc6ad674738Dd8da98b94Fb1",c795c36d-b773-4f0e-b7ed-503d055d820b,TRUE,no,single,Wombat,0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3
2004,BSC,beefy,USDT,None,e403926e-1671-4d60-93d6-d1436e57d884,TRUE,no,single,Stargate,None
2005,Ethereum,pickle,WETH-YVBOOST,None,0ee085ec-d7aa-4906-8277-ffb9b598c2a3,FALSE,yes,multi,,None
2006,Ethereum,curve,CVX-PXCVX,,aff8aa95-0432-46c3-af01-4ea983520487,FALSE,yes,multi,,"0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B, 0xBCe0Cf87F513102F22232436CCa2ca49e815C3aC"
2007,Arbitrum,uniswap-v3,WETH-DBL,None,90bc8927-bf7d-49c2-a3b8-f06b1df9f265,FALSE,yes,multi,1%,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0xd3f1da62cafb7e7bc6531ff1cef6f414291f03d3"
2008,Ethereum,uniswap-v3,SAND-WETH,None,442bfa49-96f7-44ad-abe8-51ff30712799,FALSE,yes,multi,1%,"0x3845badade8e6dff049820680d1f14bd3903a5d0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
2009,BSC,alpaca-finance,BTCB-BUSD,None,546f8d9f-0886-48ca-81c7-0e4449c73452,FALSE,yes,multi,Long 3x BUSD-BTCB PCS1,None
2010,Ethereum,uniswap-v2,WHITE-WETH,None,1b8b1eea-5899-429a-9236-501ac8c1ea14,FALSE,yes,multi,,"0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
2011,BSC,pancakeswap,WBNB-GAL,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,14f762fe-7e0a-4f4e-9312-563b78e33937,FALSE,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xe4Cc45Bb5DBDA06dB6183E8bf016569f40497Aa5"
2012,Solana,solend,USDT,,7ec9f4ba-803c-4935-97e2-342aa75b4ff4,TRUE,no,single,Main Pool,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB
2013,Polygon,uniswap-v3,USDC-DAI,None,c76f7c5f-60ef-4343-a88a-9537baad0e49,TRUE,no,multi,0.01%,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x8f3cf7ad23cd3cadbd9735aff958023239c6a063"
2014,Avalanche,yeti-finance,QISAVAX,None,d1423c6f-d817-4fd9-90ca-c54a92cf3632,FALSE,no,single,,0xF362feA9659cf036792c9cb02f8ff8198E21B4cB
2015,Defichain,defichain-dex,USO-DUSD,DFI,f76a7703-205f-4f8a-a4da-9c103205a508,FALSE,yes,multi,,None
2016,Solana,orca,RLB-USDC,,4dce4fdf-b027-4ac1-b6de-b10c8f14fe82,FALSE,yes,multi,Whirlpool,"RLBxxFkseAZ4RgJH3Sqn8jXxhmGoz9jWxDNJMh8pL7a, EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"
2017,Ethereum,uniswap-v2,GIGA-WETH,None,d4f8e9b2-c6d3-47e5-8959-dbc15caac391,FALSE,yes,multi,,"0x83249c6794bca5a77eb8c0af9f1a86e055459cea, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
2018,Polygon,meshswap,OORC,"0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a, 0x12c9ffe6538f20a982fd4d17912f0ca00fa82d30",c0e21af8-4d13-44f8-86f0-b85a277e6880,FALSE,no,single,,0x12c9ffe6538f20a982fd4d17912f0ca00fa82d30
2019,Ethereum,uniswap-v2,IMBTC-WETH,None,45ed56be-174e-4eb2-9cd3-0a3c975606dd,FALSE,yes,multi,,"0x3212b29e33587a00fb1c83346f5dbfa69a458923, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
2020,Ethereum,uniswap-v2,WETH-SAITO,None,9ac3a704-2936-4615-8cef-a8f85da1ef0d,FALSE,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xfa14fa6958401314851a17d6c5360ca29f74b57b"
2021,Polygon,dforce,USDC,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,849dcce6-9dbe-49e1-8378-ceb7458a7655,TRUE,no,single,,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174
2022,BSC,alpaca-finance,USDT-BNB,None,ac187485-701f-47b7-90f9-3f0892cf425f,FALSE,yes,multi,Market Neutral 8x BNB-USDT PCS2,None
2023,Arbitrum,premia,WBTC,0x51fc0f6660482ea73330e414efd7808811a57fa2,6e4f9893-fd64-42f0-8d50-49dbfa543a2c,FALSE,yes,single,WBTC/DAI - PUT,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f
2024,Cronos,beefy,CRO-WBTC,None,f2f3c91c-e933-47ef-a67d-46499b816bdd,FALSE,yes,multi,Vvs,None
2025,Polygon,hop-protocol,MATIC,,dfe389ea-b9d3-45af-af0e-0e1c431cb815,FALSE,no,single,,"0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270, 0x712F0cf37Bdb8299D0666727F73a5cAbA7c1c24c"
2026,BSC,pancakeswap,DAR-WBNB,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,7e69ec3a-2485-4491-82ff-cdae40e6c0e4,FALSE,yes,multi,,"0x23CE9e926048273eF83be0A3A8Ba9Cb6D45cd978, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
2027,Ethereum,uniswap-v2,ALI-USDC,None,5cd9b4ea-b7e6-4040-b296-dedaca1c361a,FALSE,yes,multi,,"0x6b0b3a982b4634ac68dd83a4dbf02311ce324181, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
2028,Optimism,velodrome,AGEUR-MAI,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,9e8b9299-186c-4077-b2c2-61837aa967af,TRUE,yes,multi,,"0x9485aca5bbbe1667ad97c7fe7c4531a624c8b1ed, 0xdfa46478f9e5ea86d57387849598dbfb2e964b02"
2029,BSC,beefy,BTCB-ETH,None,25b2d587-5332-4059-ba83-ef696cafa485,FALSE,yes,multi,Biswap,None
2030,Ethereum,balancer,WETH-ENS,None,ae6cb9ce-85e2-4f92-a561-f21eee7a12d6,FALSE,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xc18360217d8f7ab5e7c516566761ea12ce7f9d72"
2031,Avalanche,trader-joe-dex,VTX-WAVAX,,bd9e1df2-8c78-411b-bf9f-05202e064f24,FALSE,yes,multi,,"0x5817d4f0b62a59b17f75207da1848c2ce75e7af4, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
