row_num,chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
1799,Osmosis,osmosis-dex,AKT-ATOM,None,7b4357fd-3a5f-4686-9998-cc8c397ba25f,FALSE,yes,multi,7day,None
1800,Osmosis,osmosis-dex,AKT-ATOM,None,e720c5ab-5a41-4919-b1d1-d98ee222fc35,FALSE,yes,multi,1day,None
1801,Ethereum,uniswap-v2,WETH-HEZ,None,39a4d8a0-51c4-4635-9945-b1741e174bd0,FALSE,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xeef9f339514298c6a857efcfc1a762af84438dee"
1802,Ethereum,uniswap-v3,SSV-WETH,None,78019537-31a3-49da-99b4-0a570b084c46,FALSE,yes,multi,0.30%,"0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1803,Ethereum,uniswap-v3,VITA-WETH,None,191dcc97-ce9f-4490-b5d0-a5ce61282e8c,FALSE,yes,multi,1%,"0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1804,Avalanche,platypus-finance,DAI.E,0x22d4002028f537599be9f666d1c4fa138522f9c8,c2105084-b76c-467d-a1e2-e9066366412c,TRUE,no,single,Main Pool,0xd586E7F844cEa2F87f50152665BCbc2C279D8d70
1805,BSC,pancakeswap,WIN-BUSD,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,d9965cc5-82d2-4e81-906f-13dc1a9e2980,FALSE,yes,multi,,"0xaeF0d72a118ce24feE3cD1d43d383897D05B4e99, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
1806,BSC,mdex,MDX,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,29e7cf72-73db-4968-9074-86e6a68180c9,FALSE,no,single,,0x9c65ab58d8d978db963e63f2bfb7121627e3a739
1807,Ethereum,uniswap-v3,UKAN-WETH,None,86c0a3e5-84fa-4e1a-9eca-a8a3c6c5eaff,FALSE,yes,multi,"1%, stablePool=false","0x49bc8340acd3521150d7ccd8a4a3510d2f5130ca, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1808,Ethereum,balancer,INV-DOLA,0xba100000625a3754423978a60c9317c58a424e3d,faf2dccc-dba6-476a-a7df-ba771927d62d,FALSE,yes,multi,,"0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68, 0x865377367054516e17014ccded1e7d814edc9ce4"
1809,Ethereum,aura,MAI-USDC,"0xba100000625a3754423978a60c9317c58a424e3d, 0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",50944af8-ad6f-464c-b96e-f15d27738b06,TRUE,no,multi,,"0x8d6cebd76f18e1558d4db88138e2defb3909fad6, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
1810,Ethereum,uniswap-v2,WAGMIGAMES-WETH,None,215e30c6-7737-4f84-bdeb-4e0c3068d21a,FALSE,yes,multi,,"0x3b604747ad1720c01ded0455728b62c0d2f100f0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1811,Arbitrum,sushiswap,WETH-MIM,0xd4d42F0b6DEF4CE0383636770eF773390d85c61A,b06c4934-bd97-400a-99b1-c41627e9ed7f,FALSE,yes,multi,,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0xfea7a6a0b346362bf88a9e4a88416b77a57d6c2a"
1812,Arbitrum,frax,FRAX-WETH,None,fe1eda31-2579-49ac-9e11-d0fd9249d15a,FALSE,yes,multi,,"0x17FC002b466eEc40DaE837Fc4bE5c67993ddBd6F, 0x82aF49447D8a07e3bd95BD0d56f35241523fBab1"
1813,Ethereum,uniswap-v3,ICHI-USDC,None,cb52c17f-be8e-4511-b16a-68cad56c9ec1,FALSE,yes,multi,1%,"0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
1814,Gnosis,hop-protocol,USDC,"0x9C58BAcC331c9aa871AFD802DB6379a98e80CEdb, 0xc5102fE9359FD9a28f877a67E36B0F050d81a3CC",281a1c72-f9d0-4bcf-a766-3ed32eb17b2d,TRUE,no,single,,"0xDDAfbb505ad214D7b80b1f830fcCc89B60fb7A83, 0x9ec9551d4A1a1593b0ee8124D98590CC71b3B09D"
1815,Cronos,vvs-finance,VVS-TONIC,0x2d03bece6747adc00e1a131bba1469c15fd11e03,1b4fbfb0-ef9b-4e1f-98f4-a6e6d722b108,FALSE,yes,multi,,"0x2d03bece6747adc00e1a131bba1469c15fd11e03, 0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2"
1816,BSC,dforce,ETH,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,7833d157-336f-4d3d-93b0-d4cc5d361dde,FALSE,no,single,,0x2170Ed0880ac9A755fd29B2688956BD959F933F8
1817,BSC,venus,TUSD,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,f4228e9e-f742-4175-9db7-b1bc6d1f650f,TRUE,no,single,,0x14016E85a25aeb13065688cAFB43044C2ef86784
1818,Avalanche,vector-finance,XPTP,None,0d031b89-1400-443d-802d-8230e7b6e173,FALSE,no,single,,None
1819,BSC,pancakeswap,WBNB-XVS,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,44348b8e-593a-4767-8f0e-59fbf8cddc80,FALSE,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63"
1820,Ethereum,balancer,DAI-WETH,0xba100000625a3754423978a60c9317c58a424e3d,bf4a5bda-e35a-440d-a4fe-56235616f9a3,FALSE,yes,multi,,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1821,Acala,tapio-protocol,TDOT,None,6cd36989-747e-4411-a629-c5ffca4d5a2f,FALSE,no,single,,None
1822,Ethereum,uniswap-v3,HEX-DECI,None,5f757d54-6796-4be5-9853-d15df2cb3103,FALSE,yes,multi,1%,"0x2b591e99afe9f32eaa6214f7b7629768c40eeb39, 0x6b32022693210cd2cfc466b9ac0085de8fc34ea6"
1823,Ethereum,uniswap-v2,WETH-GAIN,None,1e0c385e-2194-46ed-8c0a-06b2d7693f14,FALSE,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xfcce65a70794bec59e5be38c85ebe71aedaa74ef"
1824,Optimism,velodrome,USDC-ALUSD,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,67fb819e-8461-410e-986f-5fbea16b9220,TRUE,no,multi,,"0x7f5c764cbc14f9669b88837ca1490cca17c31607, 0xcb8fa9a76b8e203d8c3797bf438d8fb81ea3326a"
1825,Ethereum,curve,AGEUR-FRAXBP,0xD533a949740bb3306d119CC777fa900bA034cd52,45cb11a9-49fc-4db0-89c5-a16e91bcd895,TRUE,yes,multi,,"0x1a7e4e63778B4f12a199C062f3eFdD288afCBce8, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
1826,Ethereum,convex-finance,AGEUR-FRAXBP,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",d978f71a-3272-4f35-a3a9-0950e0025b9d,TRUE,yes,multi,,"0x1a7e4e63778B4f12a199C062f3eFdD288afCBce8, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
1827,Polygon,dforce,USX,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,8eba2b46-be53-43fa-ac15-9ebf45d97228,TRUE,no,single,,0xCf66EB3D546F0415b368d98A95EAF56DeD7aA752
1828,Ethereum,uniswap-v2,BPP-WETH,None,8e986267-4cc1-4e2c-9223-b5df88af6fe2,FALSE,yes,multi,,"0x52d904eff2605463c2f0b338d34abc9b7c3e3b08, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1829,Fantom,yearn-finance,ETH,None,e93079db-2091-432d-8c11-99611c6c1a88,FALSE,no,single,,None
1830,Ethereum,stakedao,AGEUR-EUROC,0xD533a949740bb3306d119CC777fa900bA034cd52,15beff22-3a36-4384-afb5-9034f69ecacf,TRUE,no,multi,Curve,"0x1a7e4e63778B4f12a199C062f3eFdD288afCBce8, 0x1aBaEA1f7C830bD89Acc67eC4af516284b1bC33c"
1831,Ethereum,uniswap-v2,ALPHA-WETH,None,31d26af0-c336-4b27-b46e-a2dc2303b44c,FALSE,yes,multi,,"0x138c2f1123cf3f82e4596d097c118eac6684940b, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1832,Fantom,geist-finance,LINK,0xd8321aa83fb0a4ecd6348d4577431310a6e0814d,f5a5044a-04ca-44dd-9152-b25f759aea28,FALSE,no,single,,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8
1833,Fantom,beethoven-x,HND-LIHND,0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,d509ed9f-ced7-4404-8232-29d79f3fd1ef,FALSE,yes,multi,,None
1834,Arbitrum,beefy,WBTC-ETH-USDC,None,eb09b9b2-d8d8-413f-9cfa-d9bf38bd5ab5,FALSE,yes,multi,Balancer,None
1835,Polygon,aave-v3,USDT,None,7e7821a2-3d20-4ae7-9c3d-04cd57904555,TRUE,no,single,,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
1836,BSC,alpaca-finance,IBALPACA,None,ed5e73c9-3730-4a0a-8220-bc92842fe2e7,FALSE,no,single,,None
1837,Ethereum,yearn-finance,CRVUSDP,None,508c4fda-2174-4e94-8604-b9e0b2cfe723,TRUE,no,single,,None
1838,Ethereum,pickle,WETH-ALCX,None,50dff41c-6be0-4261-aca1-2ab26bd3f794,FALSE,yes,multi,,None
1839,BSC,ellipsis-finance,DEPX-EPX,None,b3725918-9d15-43ae-90f7-b9a0ef79750c,FALSE,yes,multi,,None
1840,Polygon,meshswap,WMATIC-USDT,0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,5871fa7f-99a7-43b2-a57c-b0b15b8eb7ff,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xc2132d05d31c914a87c6611c10748aeb04b58e8f"
1841,Ethereum,convex-finance,IBEUR-USDC,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",f3b7a4cd-a010-4760-8590-5523f79231d9,TRUE,yes,multi,,"0x96E61422b6A9bA0e068B6c5ADd4fFaBC6a4aae27, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48"
1842,Defichain,defichain-dex,PYPL-DUSD,DFI,99e5ac51-8df4-439a-b3e6-8e7f800c93fe,FALSE,yes,multi,,None
1843,BSC,autofarm,USDT-USDC-BUSD-DAI,None,89119ef0-f7b3-4162-b663-f9e51916231e,TRUE,no,multi,Belt,0x9cb73F20164e399958261c289Eb5F9846f4D1404
1844,Ethereum,uniswap-v2,DG-WETH,None,a1c4f3dc-e476-4c10-9f63-4c269c571077,FALSE,yes,multi,,"0x4b520c812e8430659fc9f12f6d0c39026c83588d, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1845,Ethereum,uniswap-v3,WETH-CRV,None,276b6428-6140-4cbc-b7bf-623af2442f06,FALSE,yes,multi,1%,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xd533a949740bb3306d119cc777fa900ba034cd52"
1846,Defichain,defichain-dex,XLRE-DUSD,DFI,d1f3f4e3-9804-482d-936d-f339b6042126,FALSE,yes,multi,,None
1847,Fantom,tarot,TAROT,None,7736b8b2-0023-4d56-b4d3-403f06eb5920,FALSE,no,single,Spooky V2 WFTM/TAROT,"0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83, 0xC5e2B037D30a390e62180970B3aa4E91868764cD"
1848,Polygon,gamma,WBTC-WETH,0x958d208cdf087843e9ad98d23823d32e17d723a1,4fd5a565-5cd9-46fc-a406-b6e427bc6a64,FALSE,yes,multi,,"0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
1849,Polygon,apeswap-amm,WMATIC-BANANA,0x5d47baba0d66083c52009271faf3f50dcc01023c,96c04ad0-a3e5-498f-abda-abf9bd76eb93,FALSE,yes,multi,,"0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270, 0x5d47bAbA0d66083C52009271faF3F50DCc01023C"
1850,Ethereum,yearn-finance,CRVEURS,None,899093a6-a12f-4aff-a335-1cdae402aad4,TRUE,no,single,,None
1851,Polygon,uniswap-v3,WMATIC-CRV,None,eafaac53-9ee9-4ea1-88a7-deee8aa356d4,FALSE,yes,multi,0.30%,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x172370d5cd63279efa6d502dab29171933a610af"
1852,Ethereum,uniswap-v3,CVX-WETH,None,7c4101a3-366a-4e50-9247-3667d973c671,FALSE,yes,multi,1%,"0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1853,Polygon,frax,WMATIC-FRAX,None,84111e49-61ca-4d25-8699-05d90231771d,FALSE,yes,multi,,"0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270, 0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89"
1854,Ethereum,uniswap-v3,USDC-CGT,None,429588b0-68c6-4e8e-b211-7cdb2de7cb9d,FALSE,yes,multi,0.05%,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xf5238462e7235c7b62811567e63dd17d12c2eaa0"
1855,Cronos,vvs-finance,WCRO-TONIC,0x2d03bece6747adc00e1a131bba1469c15fd11e03,bc9be526-8ab8-4e3f-8d1e-b495d015582d,FALSE,yes,multi,,"0x5c7f8a570d578ed84e63fdfa7b1ee72deae1ae23, 0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2"
1856,Ethereum,uniswap-v3,RNG-WETH,None,9592cf4a-2e92-403b-a0c1-2bc9ce0f30e3,FALSE,yes,multi,"0.3%, stablePool=false","0x3b94440c8c4f69d5c9f47bab9c5a93064df460f5, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1857,Polygon,kyberswap,USDC-STMATIC,"0x1c954e8fe737f99f68fa1ccda3e51ebdb291948c, 0xc3c7d422809852031b44ab29eec9f1eff2a58756",83e66668-b49d-4c8b-afc5-1fabb98feec7,FALSE,yes,multi,0.04%,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4"
1858,Avalanche,trader-joe-dex,PTP-WAVAX,,930d1869-ee34-41ed-87b1-2e58f414f2bc,FALSE,yes,multi,,"0x22d4002028f537599be9f666d1c4fa138522f9c8, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
1859,Optimism,beefy,ETH-RETH,None,f4434d81-dd14-46ad-ac88-823e3486c9c3,FALSE,no,multi,Beethovenx,None
1860,Ethereum,curve,ETH-ALD,,31273585-b1a5-4ae6-8026-ce0f377d24a1,FALSE,yes,multi,,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 0xb26C4B3Ca601136Daf98593feAeff9E0CA702a8D"
1861,Ethereum,vesper,ETH,,6c35eb78-d809-4717-b09b-0cc6814a0e7e,FALSE,no,single,Conservative,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1862,Solana,raydium,SLIM-SOL,None,508357a9-52e8-46d4-9874-dc57f219176b,FALSE,yes,multi,,None
1863,Ethereum,curve,ETH-SDT,0xD533a949740bb3306d119CC777fa900bA034cd52,b11318be-a35e-4f30-b44e-75df18eabff2,FALSE,yes,multi,,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F"
1864,Osmosis,osmosis-dex,ATOM-STARS,None,c0964cb9-6f35-4e43-80db-719545904c5f,FALSE,yes,multi,7day,None
1865,Osmosis,osmosis-dex,ATOM-STARS,None,3a2c44d2-f23a-499f-b810-9c4966110348,FALSE,yes,multi,1day,None
1866,Osmosis,osmosis-dex,ATOM-STARS,None,d82c7d68-943c-4191-986d-a6316e7ca000,FALSE,yes,multi,14day,None
1867,Defichain,defichain-dex,DIS-DUSD,DFI,00974daf-c604-45ce-9bc3-be1ca36f2870,FALSE,yes,multi,,None
1868,Ethereum,uniswap-v2,DFI-USDT,None,3798faf7-4afb-4e0d-893e-871e253a70b1,FALSE,yes,multi,,"0x8fc8f8269ebca376d046ce292dc7eac40c8d358a, 0xdac17f958d2ee523a2206206994597c13d831ec7"
1869,Ethereum,uniswap-v2,MONGOOSE-WETH,None,fc849390-7ddb-40dd-991c-887bf780b283,FALSE,yes,multi,,"0xa1817b6d8d890f3943b61648992730373b71f156, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1870,Cronos,vvs-finance,VVS-USDT,0x2d03bece6747adc00e1a131bba1469c15fd11e03,1bd80748-3e6d-4852-aac9-6a8c6b6bee10,FALSE,yes,multi,,"0x2d03bece6747adc00e1a131bba1469c15fd11e03, 0x66e428c3f67a68878562e79a0234c1f83c208770"
1871,Arbitrum,balancer,WETH-VSTA,,9a349ffb-302f-41a5-b660-1bac00449d66,FALSE,yes,multi,,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0xa684cd057951541187f288294a1e1c2646aa2d24"
1872,Ethereum,uniswap-v2,DIA-WETH,None,40676ffa-dd66-4dc5-a732-fa3b41a7b02d,FALSE,yes,multi,,"0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1873,Moonbeam,moonwell-artemis,BUSD,"0x511ab53f793683763e5a8829738301368a2411e3, 0xacc15dc74880c9944775448304b263d191c6077f",63ac88dc-1e4e-48f9-9e9c-47b1c9e5c2a0,TRUE,no,single,,0x692c57641fc054c2ad6551ccc6566eba599de1ba
1874,Ethereum,uniswap-v2,DPI-WETH,None,46767a06-7655-467f-9570-fc0f5578a66c,FALSE,yes,multi,,"0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1875,Fantom,beethoven-x,USDC-DAI,0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,eda550f6-2978-4fa4-8b24-eaab459a74b5,TRUE,no,multi,,None
1876,Defichain,defichain-dex,SLV-DUSD,DFI,edca5153-ed95-4c03-9f2e-6a1e7d1f334c,FALSE,yes,multi,,None
1877,Ethereum,uniswap-v3,WBTC-XIDR,None,51ce8582-247a-4332-8f77-c10d319b3c66,FALSE,yes,multi,0.30%,"0x2260fac5e5542a773aa44fbcfedf7c193bc2c599, 0xebf2096e01455108badcbaf86ce30b6e5a72aa52"
1878,Ethereum,uniswap-v3,WETH-GHNY,None,85c9355d-38ac-41f4-8d37-65839cedd0c2,FALSE,yes,multi,"1%, stablePool=false","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xfb4d8bee1840f3897d2344035f68ed594359c939"
1879,Solana,orca,SOL-USDC,,cc175543-d1b2-4b09-8fa5-c3e6e528c908,FALSE,yes,multi,Whirlpool,"So11111111111111111111111111111111111111112, EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"
1880,BSC,beefy,BNBX-BNB,None,99f73ff7-d7ac-45a5-8928-5afb75fb978a,FALSE,yes,multi,Thena,None
1881,Ethereum,stakedao,FRXETH,"0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f, 0xD533a949740bb3306d119CC777fa900bA034cd52",c7f8d63e-bb79-4917-b537-913c2ee84e4a,FALSE,no,single,Curve,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0x5E8422345238F34275888049021821E8E08CAa1f"
1882,Defichain,defichain-dex,EEM-DUSD,DFI,dacb5342-c23b-46a6-98e6-8b104f77542c,FALSE,yes,multi,,None
1883,Avalanche,yeti-finance,QIUSDC,None,4c2cde03-b517-4fad-b8b9-237d99edefdf,TRUE,no,single,,0xBEb5d47A3f720Ec0a390d04b4d41ED7d9688bC7F
1884,Ethereum,notional,FETH,None,d664e426-be5a-4ca5-9811-fcfe03afaef4,FALSE,no,single,Maturing 2023-06-22,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5
1885,Ethereum,curve,ETH-MSETH,,e41f10cb-2930-4228-bffe-338e82286987,FALSE,no,multi,,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE, 0x64351fC9810aDAd17A690E4e1717Df5e7e085160"
1886,Avalanche,trader-joe-lend,USDT.E,None,33b505e2-19a3-45c0-829d-cdbd91883351,TRUE,no,single,,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
1887,NEAR,burrow,WNEAR,token.burrow.near,369b09dd-8eba-4853-80b8-f07f59ac1a18,FALSE,no,single,,wrap.near
1888,Ethereum,uniswap-v2,WETH-WPE,None,528328a8-1883-4732-b9fe-a2ff0471ec50,FALSE,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xd075e95423c5c4ba1e122cae0f4cdfa19b82881b"
1889,Ethereum,aura,RBN-USDC,"0xba100000625a3754423978a60c9317c58a424e3d, 0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",ccefeeb4-3291-4507-8538-21ccb686f7f1,FALSE,yes,multi,,"0x6123b0049f904d730db3c36a31167d9d4121fa6b, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
1890,Avalanche,vector-finance,USDTE,None,99508ce4-ed56-44f6-9253-0a88240ddd23,TRUE,no,single,,None
1891,NEAR,burrow,WBTC,token.burrow.near,33905a0e-f5da-4dd8-89b0-c08a6f80bbd0,FALSE,no,single,,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near
1892,Ethereum,uniswap-v2,HYPE-WETH,None,cafe9ff4-f630-489c-8807-0d65edb71ce8,FALSE,yes,multi,,"0x610c67be018a5c5bdc70acd8dc19688a11421073, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1893,Avalanche,vector-finance,YUSD,None,d5a5bef6-f4db-47ef-bc26-af1868b78fe3,TRUE,no,single,,None
1894,NEAR,ref-finance,ETH-WNEAR,token.v2.ref-finance.near,6317ebef-8455-4b6c-a85e-3c32906ea701,FALSE,yes,multi,,"aurora, wrap.near"
1895,Ethereum,uniswap-v2,BCB-WETH,None,2a012030-8e39-470c-997e-83798383e0cf,FALSE,yes,multi,,"0x2d886570a0da04885bfd6eb48ed8b8ff01a0eb7e, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1896,Ethereum,uniswap-v2,MYX-WETH,None,88cef181-cb74-4ba1-a85e-7f0d55431f3d,FALSE,yes,multi,,"0x2129ff6000b95a973236020bcd2b2006b0d8e019, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1897,Arbitrum,sushiswap,WETH-GOHM,0xd4d42F0b6DEF4CE0383636770eF773390d85c61A,4ff8f733-9e37-4bc3-be39-bf76f979bc13,FALSE,yes,multi,,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0x8d9ba570d6cb60c7e3e0f31343efe75ab8e65fb1"
1898,Arbitrum,beefy,WSTETH-ETH,None,22a81b29-b454-4b02-aab1-dbd52750ef87,FALSE,no,multi,Balancer,None
1899,Optimism,uniswap-v3,FRAX-USDC,None,ae4d0bb2-efdc-459d-8595-dfeaee426874,TRUE,no,multi,0.05%,"0x2e3d870790dc77a83dd1d18184acc7439a53f475, 0x7f5c764cbc14f9669b88837ca1490cca17c31607"
1900,Polygon,quickswap-dex,WMATIC-DG,None,65c60701-b268-4068-9136-43ba62e7d5fe,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xef938b6da8576a896f6e0321ef80996f4890f9c4"
1901,Ethereum,uniswap-v3,PUNDIX-WETH,None,cd9cd243-068b-4738-87e9-721bbf083a2f,FALSE,yes,multi,0.30%,"0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1902,Polygon,uniswap-v3,MVX-USDC,None,8cd7651d-5345-4d02-bdb3-527bccaafc4e,FALSE,yes,multi,1%,"0x2760e46d9bb43dafcbecaad1f64b93207f9f0ed7, 0x2791bca1f2de4661ed88a30c99a7a9449aa84174"
1903,Ethereum,curve,ETH-JPEG,,18eddedc-4c70-4f54-8236-cd5ca36b1900,FALSE,yes,multi,,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 0xE80C0cd204D654CEbe8dd64A4857cAb6Be8345a3"
1904,Polygon,apeswap-amm,WMATIC-USDT,0x5d47baba0d66083c52009271faf3f50dcc01023c,23376674-f840-4fa1-bb3f-3a2f1760cea2,FALSE,yes,multi,,"0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270, 0xc2132D05D31c914a87C6611C10748AEb04B58e8F"
1905,Ethereum,uniswap-v3,MM-USDC,None,ef8315ea-2eba-48f8-98a8-3bfd6ab8e021,FALSE,yes,multi,1%,"0x6b4c7a5e3f0b99fcd83e9c089bddd6c7fce5c611, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
1906,Optimism,uniswap-v3,WETH-SNX,None,4ab46de7-e10a-4728-b237-792886da4f01,FALSE,yes,multi,0.30%,"0x4200000000000000000000000000000000000006, 0x8700daec35af8ff88c16bdf0418774cb3d7599b4"
1907,Polygon,kyberswap,WBTC-WETH,0x1c954e8fe737f99f68fa1ccda3e51ebdb291948c,3b9c8999-36e5-4310-a927-75571ebdb294,FALSE,yes,multi,0.04%,"0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
1908,Optimism,velodrome,USDT-MAI,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,a7d7c2f1-36cf-49af-a86b-877010c272cd,TRUE,no,multi,,"0x94b008aa00579c1307b0ef2c499ad98a8ce58e58, 0xdfa46478f9e5ea86d57387849598dbfb2e964b02"
1909,BSC,dforce,USX,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,7a8fa154-3136-4177-8cb7-37a85617a65f,TRUE,no,single,,0xB5102CeE1528Ce2C760893034A4603663495fD72
1910,Optimism,uniswap-v3,FRAX-FXS,None,a91ffe01-815d-43d9-b11a-e74f3dd965dc,FALSE,yes,multi,0.30%,"0x2e3d870790dc77a83dd1d18184acc7439a53f475, 0x67ccea5bb16181e7b4109c9c2143c24a1c2205be"
1911,Ethereum,uniswap-v2,OCEAN-WETH,None,ea6dd674-7567-44cd-a70f-04634f3510c5,FALSE,yes,multi,,"0x967da4048cd07ab37855c090aaf366e4ce1b9f48, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1912,Ethereum,uniswap-v3,LCX-WETH,None,0876b461-288b-4fd6-adea-ae09bc295951,FALSE,yes,multi,1%,"0x037a54aab062628c9bbae1fdb1583c195585fe41, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
1913,BSC,beefy,BNB,None,d81fb03a-0b1b-4996-9374-90bf30fb798c,FALSE,no,single,Venus,None
1914,Ethereum,balancer,SNX-WETH,0xba100000625a3754423978a60c9317c58a424e3d,2d3fd223-a5c3-4ddc-badd-d7229ca3f8b6,FALSE,yes,multi,,"0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
